"parent_company","ticker","year","month","ym","n_papers","total_citations","avg_citations","price_start","price_end","price_avg","monthly_return","volume_avg","sp500_return","excess_return"
"Alphabet","GOOG",2018,8,"2018-08",21,1566,30.7058823529412,60.5037727355957,60.4135131835938,60.7845498789912,-0.00149180039394223,25050782.6086957,0.0313361634284932,-0.0328279638224354
"Alphabet","GOOG",2018,9,"2018-09",23,3851,62.1129032258064,59.3626365661621,59.187572479248,58.3117123654014,-0.00294906185170779,30381473.6842105,0.00595846679699434,-0.00890752864870213
"Alphabet","GOOG",2018,10,"2018-10",55,11754,82.7746478873239,59.2788200378418,53.400089263916,55.0946980351987,-0.0991708466898123,42169304.3478261,-0.0727794635349288,-0.0263913831548835
"Alphabet","GOOG",2018,11,"2018-11",40,38872,264.43537414966,53.0643501281738,54.2758979797363,52.3780977158319,0.0228316722740612,34985809.5238095,0.00722523011155185,0.0156064421625093
"Alphabet","GOOG",2018,12,"2018-12",24,7889,121.369230769231,54.8710136413574,51.3588485717773,51.4486367075067,-0.0640076578963157,42376421.0526316,-0.10160659970693,0.0375989418106144
"Alphabet","GOOG",2019,1,"2019-01",58,10533,62.6964285714286,51.8666763305664,55.3639640808105,53.1766370137533,0.067428414497867,29251428.5714286,0.0773178273144959,-0.00988941281662892
"Alphabet","GOOG",2019,2,"2019-02",50,8824,62.1408450704225,55.0852546691895,55.5400199890137,55.2584375080309,0.00825566338134006,30455473.6842105,0.0288043953304125,-0.0205487319490724
"Alphabet","GOOG",2019,3,"2019-03",35,3509,37.3297872340426,56.5849418640137,58.1877822875977,58.4797670273554,0.028326271456388,30104095.2380952,0.0109534083936888,0.0173728630626992
"Alphabet","GOOG",2019,4,"2019-04",38,7967,90.5340909090909,59.235179901123,58.9401016235352,60.8120473225911,-0.00498147010071453,26528761.9047619,0.0274275992612404,-0.0324090693619549
"Alphabet","GOOG",2019,5,"2019-05",82,34601,140.654471544715,57.9284172058105,54.7321472167969,57.0696206526323,-0.0551762009595019,30288545.4545455,-0.0587160657864434,0.00353986482694147
"Alphabet","GOOG",2019,6,"2019-06",100,23211,79.7628865979381,51.3895950317383,53.6054077148438,53.6159421920776,0.0431179245864261,34096800,0.0718942090780336,-0.0287762844916075
"Alphabet","GOOG",2019,7,"2019-07",52,16025,130.284552845528,54.4504661560059,60.338623046875,57.1347675323486,0.10813786008735,29953272.7272727,0.00541431091157427,0.102723549175776
"Alphabet","GOOG",2019,8,"2019-08",27,6061,83.027397260274,59.9582443237305,58.921257019043,58.5536199049516,-0.0172951579283831,26256727.2727273,-0.00917540091233253,-0.00811975701605061
"Alphabet","GOOG",2019,9,"2019-09",83,40276,149.724907063197,57.9437789916992,60.4536819458008,60.544903755188,0.0433161764347665,26899400,0.0242475648269224,0.0190686116078442
"Alphabet","GOOG",2019,10,"2019-10",82,6418,32.251256281407,59.7643432617188,62.4924430847168,61.1336827485458,0.0456476165236387,25007217.3913043,0.0330958451130856,0.0125517714105531
"Alphabet","GOOG",2019,11,"2019-11",56,14058,75.5806451612903,63.168399810791,64.716682434082,64.6829092025757,0.0245103980459946,24923700,0.0241513674943359,0.000359030551658642
"Alphabet","GOOG",2019,12,"2019-12",65,13937,61.9422222222222,63.9708061218262,66.3066177368164,66.4974417913528,0.0365137123728269,26054380.952381,0.0375448903485319,-0.00103117797570505
"Alphabet","GOOG",2020,1,"2020-01",58,6670,41.6875,67.811767578125,71.127555847168,71.2477511451358,0.0488969449914854,32087238.0952381,-0.00992374638362237,0.0588206913751077
"Alphabet","GOOG",2020,2,"2020-02",102,40517,169.52719665272,73.6919937133789,66.4211883544922,72.6094087299548,-0.0986647937246227,39032210.5263158,-0.0907070528847628,-0.00795774083985987
"Alphabet","GOOG",2020,3,"2020-03",58,10164,62.7407407407407,68.8899154663086,57.6670570373535,58.9358437278054,-0.162910033391516,64901909.0909091,-0.163625327491459,0.000715294099942837
"Alphabet","GOOG",2020,4,"2020-04",69,3725,23.28125,54.8308410644531,66.8838882446289,61.204539162772,0.219822401885237,44128666.6666667,0.178882789573214,0.0409396123120233
"Alphabet","GOOG",2020,5,"2020-05",51,18805,111.272189349112,65.492805480957,70.8642044067383,68.4933628082275,0.0820150990072194,31866300,0.0754581361580075,0.00655696284921185
"Alphabet","GOOG",2020,6,"2020-06",139,66039,170.203608247423,71.0080413818359,70.1049346923828,70.969728643244,-0.0127183720586911,35298545.4545455,0.0145824594707529,-0.027300831529444
"Alphabet","GOOG",2020,7,"2020-07",87,6152,27.5874439461883,71.3165054321289,73.5442047119141,75.0624025518244,0.0312367980776236,32042727.2727273,0.0498289410990567,-0.0185921430214331
"Alphabet","GOOG",2020,8,"2020-08",47,5911,39.1456953642384,73.1221694946289,81.0436248779297,76.6677990867978,0.108331788266794,36029428.5714286,0.0624352941516473,0.045896494115147
"Alphabet","GOOG",2020,9,"2020-09",29,3905,62.9838709677419,82.3593292236328,72.8816452026367,75.3094039190383,-0.11507723666934,38635809.5238095,-0.0464037845761189,-0.0686734520932213
"Alphabet","GOOG",2020,10,"2020-10",147,230215,466.022267206478,73.8978118896484,80.390495300293,76.7116130482067,0.0878602930806673,35685636.3636364,-0.0327851651354078,0.120645458216075
"Alphabet","GOOG",2020,11,"2020-11",55,10852,79.2116788321168,80.6394577026367,87.3201141357422,86.7055778503418,0.0828459990113131,35035400,0.0940686758352157,-0.0112226768239026
"Alphabet","GOOG",2020,12,"2020-12",54,24551,170.493055555556,89.1728897094727,86.8807144165039,87.8923201127486,-0.0257048448293726,28605363.6363636,0.0255621560528204,-0.051267000882193
"Alphabet","GOOG",2021,1,"2021-01",60,10043,60.1377245508982,85.7083435058594,91.0395660400391,89.6828946565327,0.0622019084269809,34823894.7368421,0.00367235168125953,0.0585295567457214
"Alphabet","GOOG",2021,2,"2021-02",86,14797,64.8991228070175,94.2933578491211,101.013694763184,102.575702064916,0.0712705228380531,30977894.7368421,0.00988107504264371,0.0613894477954094
"Alphabet","GOOG",2021,3,"2021-03",58,1636,9.97560975609756,103.228004455566,102.589256286621,102.153565779976,-0.00618774113007538,30255826.0869565,0.0182145314170351,-0.0244022725471105
"Alphabet","GOOG",2021,4,"2021-04",55,11292,58.5077720207254,106.017105102539,119.524711608887,113.559802464076,0.127409690099378,29261619.047619,0.0401256259494158,0.0872840641499619
"Alphabet","GOOG",2021,5,"2021-05",47,9777,75.2076923076923,118.783302307129,119.596122741699,116.671906661987,0.00684288463767967,25455700,0.00273089318107071,0.00411199145660896
"Alphabet","GOOG",2021,6,"2021-06",107,8137,26.9437086092715,120.501197814941,124.295539855957,124.051251844926,0.0314880026905853,24938909.0909091,0.022717527688955,0.00877047500163026
"Alphabet","GOOG",2021,7,"2021-07",62,3076,17.3785310734463,125.339469909668,134.119857788086,131.261633373442,0.0700528563328534,21751238.0952381,0.0174353868897148,0.0526174694431385
"Alphabet","GOOG",2021,8,"2021-08",29,7541,89.7738095238095,134.882110595703,144.27751159668,138.185845114968,0.0696563907510198,16923272.7272727,0.0308901464055709,0.0387662443454488
"Alphabet","GOOG",2021,9,"2021-09",33,13440,117.894736842105,144.654403686523,132.180313110352,140.726552327474,-0.0862337423422251,24057047.6190476,-0.0478659381591774,-0.0383678041830477
"Alphabet","GOOG",2021,10,"2021-10",60,3373,20.6932515337423,135.351272583008,147.063110351562,139.305001395089,0.0865292031988254,23646285.7142857,0.0569973747139205,0.0295318284849049
"Alphabet","GOOG",2021,11,"2021-11",37,457,4.19266055045872,142.603240966797,141.292007446289,146.231968470982,-0.00919497699784477,21103428.5714286,-0.0101155745134089,0.000920597515564132
"Alphabet","GOOG",2021,12,"2021-12",20,2213,45.1632653061224,140.464782714844,143.501373291016,144.466056130149,0.0216181630546956,21784545.4545455,0.0560908244836523,-0.0344726614289567
"Alphabet","GOOG",2022,1,"2022-01",17,5280,70.4,143.893142700195,134.593505859375,134.934917831421,-0.0646287701158652,30775500,-0.0585857886638526,-0.0060429814520126
"Alphabet","GOOG",2022,2,"2022-02",8,453,28.3125,136.755737304688,133.792587280273,135.465652064273,-0.0216674640699882,38560526.3157895,-0.0379629556043325,0.0162954915343443
"Alphabet","GOOG",2022,3,"2022-03",11,1187,35.969696969697,133.075469970703,138.512329101562,134.254173610521,0.0408554569227245,27713913.0434783,0.0520522223053739,-0.0111967653826495
"Alphabet","GOOG",2022,4,"2022-04",8,758,30.32,139.554260253906,114.030319213867,127.563236618042,-0.182896179547658,28247000,-0.0910564117568774,-0.0918397677907808
"Alphabet","GOOG",2022,5,"2022-05",2,8,2,116.202980041504,113.110374450684,112.603793552944,-0.0266138234124093,34166000,-0.00559033857887072,-0.0210234848335386
"Alphabet","GOOG",2022,6,"2022-06",15,7684,123.935483870968,113.207565307617,108.481872558594,111.906374613444,-0.0417436125949921,29863428.5714286,-0.0770135054996721,0.03526989290468
"Alphabet","GOOG",2022,7,"2022-07",18,2134,60.9714285714286,108.192749023438,115.69017791748,112.403773117065,0.0692969627051331,31938330,0.0797212148257223,-0.0104242521205892
"Alphabet","GOOG",2022,8,"2022-08",4,102,12.75,114.539627075195,108.261192321777,116.161106607188,-0.0548145206487897,18737456.5217391,-0.039729203028256,-0.0150853176205337
"Alphabet","GOOG",2022,9,"2022-09",5,728,60.6666666666667,109.649780273438,95.3670425415039,103.260806492397,-0.130257787077331,25380623.8095238,-0.0961039542920953,-0.0341538327852361
"Alphabet","GOOG",2022,10,"2022-10",4,111,22.2,98.4913940429688,93.8891754150391,98.6529246738979,-0.046727114309316,27835119.047619,0.0526175711988618,-0.0993446855081778
"Alphabet","GOOG",2022,11,"2022-11",5,1313,48.6296296296296,89.7630386352539,100.623878479004,93.3469594319661,0.120994565345345,28735666.6666667,0.0580923741844199,0.0629021911609256
"Alphabet","GOOG",2022,12,"2022-12",4,5884,89.1515151515152,100.455261230469,88.0074768066406,91.9786667596726,-0.123913713143106,23742161.9047619,-0.0581542974569267,-0.0657594156861798
"Alphabet","GOOG",2023,1,"2023-01",17,824,25.75,88.9695663452148,99.0567474365234,93.2504192352295,0.113377883086098,26308905,0.0660175130015768,0.047360370084521
"Alphabet","GOOG",2023,2,"2023-02",7,402,18.2727272727273,100.604049682617,89.5646820068359,96.0206246627005,-0.109730847919223,39705289.4736842,-0.0361865649013495,-0.0735442830178738
"Alphabet","GOOG",2023,3,"2023-03",3,130,43.3333333333333,89.7729797363281,103.153129577637,97.7561264038086,0.149044287942846,31542482.6086957,0.0399657260631874,0.109078561879659
"Alphabet","GOOG",2023,4,"2023-04",8,414,23,104.055717468262,107.338760375977,105.482418662623,0.0315508170775547,24298457.8947368,0.0109031660486166,0.0206476510289382
"Alphabet","GOOG",2023,5,"2023-05",15,725,12.5,106.832901000977,122.365386962891,115.795010653409,0.145390472563991,28198254.5454545,0.00286956181484145,0.14252091074915
"Alphabet","GOOG",2023,6,"2023-06",4,406,31.2307692307692,123.35725402832,119.984939575195,122.224639165969,-0.0273377879532791,24830476.1904762,0.0543375445318832,-0.0816753324851623
"Alphabet","GOOG",2023,7,"2023-07",10,2255,62.6388888888889,119.578269958496,132.026092529297,122.54739151001,0.104097697475647,26274015,0.0299332124061156,0.0741644850695315
"Alphabet","GOOG",2023,8,"2023-08",13,740,14.2307692307692,130.816009521484,136.231552124023,130.081170455269,0.041398163897131,20152378.2608696,-0.0150915226621423,0.0564896865592733
"Alphabet","GOOG",2023,9,"2023-09",4,244,11.6190476190476,135.68603515625,130.776351928711,134.095587921143,-0.0361841454198679,19481990,-0.0504277706479366,0.0142436252280687
"Alphabet","GOOG",2023,10,"2023-10",12,164,6.56,134.069305419922,124.279670715332,134.251887928356,-0.0730192095344082,23404586.3636364,-0.0220573056591408,-0.0509619038752674
"Alphabet","GOOG",2023,11,"2023-11",6,798,22.8,126.531196594238,132.829483032227,133.770323253813,0.0497765500328405,19316542.8571429,0.0778553213297589,-0.0280787712969184
"Alphabet","GOOG",2023,12,"2023-12",2,377,53.8571428571429,132.234359741211,139.782379150391,135.79264755249,0.0570806212844493,24107295,0.0381315143506739,0.0189491069337754
"Alphabet","GOOG",2024,1,"2024-01",7,299,17.5882352941176,138.423538208008,140.645324707031,144.24150230771,0.0160506408648851,20418623.8095238,0.0216790023098188,-0.00562836144493369
"Alphabet","GOOG",2024,2,"2024-02",8,1730,115.333333333333,141.547912597656,138.64176940918,142.894841766357,-0.0205311624533606,23760360,0.038742910567078,-0.0592740730204386
"Alphabet","GOOG",2024,3,"2024-03",5,144,5.33333333333333,136.955581665039,151.020126342773,142.313115692139,0.102694205717974,25355285,0.0228281470695027,0.0798660586484718
"Alphabet","GOOG",2024,4,"2024-04",2,8956,126.140845070423,155.225601196289,163.29931640625,157.438354492188,0.0520127810602028,22196218.1818182,-0.0396813890292619,0.0916941700894647
"Alphabet","GOOG",2024,5,"2024-05",16,1100,21.1538461538462,164.221755981445,172.543426513672,172.160211042924,0.0506733744411233,17816950,0.0516340144641831,-0.000960640023059824
"Alphabet","GOOG",2024,6,"2024-06",7,493,41.0833333333333,172.999664306641,182.133407592773,177.934063560084,0.0527963064133079,18443957.8947368,0.0335163117307183,0.0192799946825896
"Alphabet","GOOG",2024,7,"2024-07",19,7353,78.2234042553192,183.195922851562,171.935455322266,180.918821161444,-0.0614668020664458,16116613.6363636,0.00862268241888154,-0.0700894844853274
"Alphabet","GOOG",2024,8,"2024-08",5,393,26.2,171.240371704102,163.951843261719,164.161286787553,-0.0425631430827374,17709959.0909091,0.0370353536562418,-0.0795984967389792
"Alphabet","GOOG",2024,9,"2024-09",8,2276,47.4166666666667,157.497436523438,166.235794067383,158.386135101318,0.0554825382357569,19453860,0.0422414096872726,0.0132411285484843
"Alphabet","GOOG",2024,10,"2024-10",7,1044,16.8387096774194,167.458786010742,171.70442199707,165.953077896782,0.0253533187924566,16598217.3913043,-0.000578025782789577,0.0259313445752462
"Alphabet","GOOG",2024,11,"2024-11",5,1786,54.1212121212121,171.664627075195,169.516967773438,174.155842590332,-0.0125107853513529,18029570,0.0529919160164404,-0.0655027013677933
"Alphabet","GOOG",2024,12,"2024-12",10,302,5.59259259259259,171.992736816406,189.567932128906,187.384206862677,0.102185683173707,21309480.952381,-0.0273715754039929,0.1295572585777
"Alphabet","GOOG",2025,1,"2025-01",7,61,2.54166666666667,189.757064819336,204.658508300781,195.931657409668,0.0785290576434279,16222405,0.0293053626862604,0.0492236949571674
"Alphabet","GOOG",2025,2,"2025-02",5,285,7.7027027027027,201.712066650391,171.431350708008,185.273475245426,-0.15011851519456,20813084.2105263,-0.00668435357227191,-0.143434161622288
"Alphabet","GOOG",2025,3,"2025-03",2,183,22.875,167.887680053711,155.691757202148,166.729519072033,-0.0726433461208158,22759047.6190476,-0.040663503287542,-0.0319798428332737
"Alphabet","GOOG",2025,4,"2025-04",9,152,2.57627118644068,158.332641601562,160.335693359375,156.17152550107,0.0126509084769336,25588061.9047619,-0.0113632118227609,0.0240141202996945
"Alphabet","GOOG",2025,5,"2025-05",5,15,1.875,162.229141235352,172.254501342773,165.185126894996,0.0617975292914713,30028233.3333333,0.0548790353532401,0.00691849393823123
"Alphabet","GOOG",2025,6,"2025-06",9,105,2.83783783783784,169.783050537109,176.991348266602,173.243132781982,0.0424559324778811,29038700,0.0453188975228278,-0.00286296504494667
"Alphabet","GOOG",2025,7,"2025-07",9,138,3.53846153846154,176.512435913086,192.426574707031,185.497184753418,0.0901587398736108,25451777.2727273,0.0228106079919178,0.067348131881693
"Alphabet","GOOG",2025,8,"2025-08",6,47,1.74074074074074,189.52311706543,213.050109863281,202.419785272507,0.124137852743997,18937647.6190476,0.0356283507641691,0.0885095019798276
"Alphabet","GOOG",2025,9,"2025-09",7,618,3.47191011235955,211.513580322266,243.219848632812,242.586742582775,0.149901808962993,25391790.4761905,0.042540444017692,0.107361364945301
"Alphabet","GOOG",2025,10,"2025-10",7,12,0.444444444444444,245.207153320312,281.43798828125,254.559247224227,0.147756027792588,20704639.1304348,0.0192215991545151,0.128534428638073
"Alphabet","GOOG",2025,11,"2025-11",3,18,3,283.73486328125,319.68603515625,292.945516485917,0.126706924412611,27966231.5789474,-0.000420371222208485,0.12712729563482
"Alphabet","GOOG",2025,12,"2025-12",4,6,0.352941176470588,314.692840576172,314.328552246094,313.239888509115,-0.00115759967532515,20529833.3333333,0.0122728451421439,-0.0134304448174691
"Alphabet","GOOGL",2017,1,"2017-01",7,3391,178.473684210526,40.0693283081055,40.6733360290527,41.1721881866455,0.0150740665354523,36832700,0.00931869907587225,0.00575536745958009
"Alphabet","GOOGL",2017,2,"2017-02",15,2256,53.7142857142857,40.4278717041016,41.9001960754395,41.4947845057437,0.0364185476325363,27885052.6315789,0.0368887903089599,-0.000470242676423566
"Alphabet","GOOGL",2017,3,"2017-03",26,20421,221.967391304348,42.4863510131836,42.0425186157227,42.3395644478176,-0.0104464701457467,30043565.2173913,-0.0138733496286677,0.00342687948292102
"Alphabet","GOOGL",2017,4,"2017-04",13,13223,200.348484848485,42.4863510131836,45.8470764160156,42.7158486215692,0.0791012954204797,30233263.1578947,0.0107509887641124,0.0683503066563673
"Alphabet","GOOGL",2017,5,"2017-05",9,2863,124.478260869565,46.2586669921875,48.9499282836914,47.6885811198841,0.0581785309974113,32144818.1818182,0.00982693762394455,0.0483515933734667
"Alphabet","GOOGL",2017,6,"2017-06",10,5836,162.111111111111,49.0094413757324,46.1029586791992,48.2694846066562,-0.0593045465311584,40077545.4545455,-0.00273661815923322,-0.0565679283719252
"Alphabet","GOOGL",2017,7,"2017-07",12,6903,150.065217391304,45.5961532592773,46.8874778747559,47.7772960662842,0.0283209113745966,41908600,0.0169987109548734,0.0113222004197232
"Alphabet","GOOGL",2017,8,"2017-08",7,779,20.5,46.9400367736816,47.3704872131348,46.5136081861413,0.00917021947657421,28561913.0434783,-0.00189803344726924,0.0110682529238434
"Alphabet","GOOGL",2017,9,"2017-09",3,837,139.5,47.2093086242676,48.2869110107422,46.9065427780151,0.022826057357694,29626200,0.017286167349619,0.00553989000807502
"Alphabet","GOOGL",2017,10,"2017-10",21,8046,141.157894736842,47.9769706726074,51.2285957336426,49.5477385087447,0.0677747055608011,33503454.5454545,0.0182434563959875,0.0495312491648136
"Alphabet","GOOGL",2017,11,"2017-11",27,6743,92.3698630136986,51.7026824951172,51.3838119506836,51.9200477600098,-0.00616738879000539,27320000,0.0264484088541294,-0.0326157976441348
"Alphabet","GOOGL",2017,12,"2017-12",11,1606,30.8846153846154,50.833366394043,52.2382469177246,52.2639135360718,0.0276369759341037,29940500,0.011880213255067,0.0157567626790367
"Alphabet","GOOGL",2018,1,"2018-01",6,4023,309.461538461538,53.220630645752,58.6264533996582,56.5027193341936,0.10157381993251,31321333.3333333,0.0474810899944376,0.0540927299380727
"Alphabet","GOOGL",2018,2,"2018-02",25,44232,631.885714285714,58.5952110290527,54.7435455322266,54.146479556435,-0.0657334520890527,54042842.1052632,-0.0383241210399322,-0.0274093310491205
"Alphabet","GOOGL",2018,3,"2018-03",15,6686,109.606557377049,53.1313629150391,51.4319152832031,54.2401588076637,-0.0319857714652169,49635047.6190476,-0.0137432192022127,-0.0182425522630041
"Alphabet","GOOGL",2018,4,"2018-04",20,7730,117.121212121212,50.2164649963379,50.5115242004395,51.5713589986165,0.00587574621437571,46901333.3333333,0.0256286771728297,-0.019752930958454
"Alphabet","GOOGL",2018,5,"2018-05",23,76004,1055.61111111111,51.6109313964844,54.5491523742676,53.3020940260454,0.0569302064171496,33669727.2727273,0.0190108368897324,0.0379193695274172
"Alphabet","GOOGL",2018,6,"2018-06",41,8309,74.1875,56.2848052978516,55.9966888427734,56.994938260033,-0.00511890293576484,38270666.6666667,-0.00594232445591484,0.000823421520150001
"Alphabet","GOOGL",2018,7,"2018-07",28,12433,113.027272727273,56.6373901367188,60.8580093383789,59.5708383832659,0.0745200156905513,39793047.6190476,0.0328528077457129,0.0416672079448384
"Alphabet","GOOGL",2018,8,"2018-08",21,1566,30.7058823529412,61.1441497802734,61.0851364135742,61.5241991126019,-0.000965151480743263,29813826.0869565,0.0313361634284932,-0.0323013149092364
"Alphabet","GOOGL",2018,9,"2018-09",23,3851,62.1129032258064,60.0690307617188,59.8592643737793,58.7659058821829,-0.00349208877319084,37816736.8421053,0.00595846679699434,-0.00945055557018518
"Alphabet","GOOGL",2018,10,"2018-10",55,11754,82.7746478873239,59.9311714172363,54.0820121765137,55.6032452790634,-0.0975979461506141,49171391.3043478,-0.0727794635349288,-0.0248184826156853
"Alphabet","GOOGL",2018,11,"2018-11",40,38872,264.43537414966,53.8538970947266,55.0276947021484,52.8714229038783,0.0217959640944316,37439809.5238095,0.00722523011155185,0.0145707339828798
"Alphabet","GOOGL",2018,12,"2018-12",24,7889,121.369230769231,55.3604469299316,51.819709777832,51.9749280026085,-0.0639578859719293,45128210.5263158,-0.10160659970693,0.0376487137350009
"Alphabet","GOOGL",2019,1,"2019-01",58,10533,62.6964285714286,52.3017272949219,55.8330345153809,53.6063724699475,0.0675179846460224,33198476.1904762,0.0773178273144959,-0.00979984266847357
"Alphabet","GOOGL",2019,2,"2019-02",50,8824,62.1408450704225,55.4725227355957,55.8657684326172,55.611163490697,0.00708901772677351,34324947.3684211,0.0288043953304125,-0.0217153776036389
"Alphabet","GOOGL",2019,3,"2019-03",35,3509,37.3297872340426,56.955265045166,58.3621444702148,58.7310173397972,0.0247014814860955,31606571.4285714,0.0109534083936888,0.0137480730924067
"Alphabet","GOOGL",2019,4,"2019-04",38,7967,90.5340909090909,59.4575881958008,59.4565925598145,61.0675150553385,-1.67453140387965e-05,30830761.9047619,0.0274275992612404,-0.0274443445752792
"Alphabet","GOOGL",2019,5,"2019-05",82,34601,140.654471544715,58.1851005554199,54.8714904785156,57.2989937175404,-0.0569494603476394,33760272.7272727,-0.0587160657864434,0.00176660543880402
"Alphabet","GOOGL",2019,6,"2019-06",100,23211,79.7628865979381,51.5112609863281,53.6962013244629,53.7072355270386,0.0424167511394194,35622600,0.0718942090780336,-0.0294774579386142
"Alphabet","GOOGL",2019,7,"2019-07",52,16025,130.284552845528,54.5491523742676,60.4107055664062,57.175987070257,0.107454523801249,32504727.2727273,0.00541431091157427,0.102040212889674
"Alphabet","GOOGL",2019,8,"2019-08",27,6061,83.027397260274,60.092342376709,59.0385513305664,58.6293166767467,-0.0175361952033178,26650454.5454545,-0.00917540091233253,-0.00836079429098532
"Alphabet","GOOGL",2019,9,"2019-09",83,40276,149.724907063197,57.9981460571289,60.5564994812012,60.5678819656372,0.0441109517802906,25853600,0.0242475648269224,0.0198633869533682
"Alphabet","GOOGL",2019,10,"2019-10",82,6418,32.251256281407,59.8057098388672,62.4240646362305,61.1169349006985,0.0437810169700826,26244956.5217391,0.0330958451130856,0.010685171856997
"Alphabet","GOOGL",2019,11,"2019-11",56,14058,75.5806451612903,63.0910530090332,64.6699905395508,64.6099243164062,0.0250263302831783,26439000,0.0241513674943359,0.000874962788842425
"Alphabet","GOOGL",2019,12,"2019-12",65,13937,61.9422222222222,63.9147415161133,66.420524597168,66.4999237060547,0.0392050882412309,26624095.2380952,0.0375448903485319,0.00166019789269899
"Alphabet","GOOGL",2020,1,"2020-01",58,6670,41.6875,67.8730239868164,71.0517501831055,71.219350542341,0.0468334252634227,32075904.7619048,-0.00992374638362237,0.0567571716470451
"Alphabet","GOOGL",2020,2,"2020-02",102,40517,169.52719665272,73.5223388671875,66.4135894775391,72.5431145115903,-0.0966882922820213,43718736.8421053,-0.0907070528847628,-0.00598123939725848
"Alphabet","GOOGL",2020,3,"2020-03",58,10164,62.7407407407407,68.7477951049805,57.6212692260742,58.7714141498912,-0.161845567002049,71396181.8181818,-0.163625327491459,0.00177976048941031
"Alphabet","GOOGL",2020,4,"2020-04",69,3725,23.28125,54.6532897949219,66.7830352783203,61.0013970874605,0.221939896553592,53534476.1904762,0.178882789573214,0.0430571069803779
"Alphabet","GOOGL",2020,5,"2020-05",51,18805,111.272189349112,65.3260803222656,71.0884628295898,68.5024517059326,0.0882095248773127,36256500,0.0754581361580075,0.0127513887193052
